Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
54,3,2,4,26,0,35,13,1,1,3,1,2,5,1,3,0,2,0
29,2,0,1,6,1,58,15,1,1,2,0,2,4,2,5,2,1,2
45,3,1,2,24,0,22,0,1,2,1,0,1,4,2,3,2,0,2
40,0,6,1,16,1,59,9,5,1,2,0,2,2,0,3,1,2,4
42,2,4,5,23,1,22,8,3,0,3,1,0,5,2,3,2,0,5
40,3,4,3,14,0,43,12,2,2,0,1,1,1,2,2,0,1,5
46,1,3,0,4,0,57,0,5,2,3,1,2,3,2,5,0,1,5
26,3,6,1,29,1,56,1,4,0,2,0,0,4,1,5,0,2,2
33,1,3,3,29,2,45,4,5,1,0,0,2,2,2,3,0,0,4
38,0,4,1,34,2,40,6,3,2,0,0,1,3,1,3,0,0,2
57,3,0,2,27,2,56,11,1,0,1,1,0,5,2,4,0,1,3
37,0,2,0,20,0,45,7,1,1,3,1,1,5,0,3,0,0,1
37,1,3,2,10,1,35,12,5,0,0,0,2,5,1,1,0,1,4
24,3,4,3,18,0,47,9,3,2,0,0,2,4,2,4,0,1,1
39,3,0,3,32,0,59,7,1,2,3,1,1,3,1,4,2,0,1
23,1,6,2,13,1,27,0,2,0,1,1,0,4,2,3,0,1,3
55,3,5,5,19,2,22,2,5,2,3,0,1,5,2,5,0,0,0
53,2,1,5,20,2,23,13,3,1,2,0,1,2,2,4,0,0,5
37,0,6,5,24,2,60,5,4,1,2,0,0,5,2,3,0,0,2
29,2,0,1,5,2,40,14,5,2,0,0,2,1,0,2,1,1,2
51,3,2,2,26,1,60,1,2,1,2,0,1,1,1,4,1,2,1
38,3,0,6,28,1,41,5,3,0,2,0,1,1,1,1,2,2,3
22,0,5,0,25,0,41,7,4,2,0,1,1,5,1,4,0,1,0
51,3,6,1,29,0,26,13,5,0,1,1,0,4,0,5,1,2,3
32,0,0,3,30,1,50,2,1,2,1,0,0,2,1,5,2,2,4
24,0,5,3,19,1,26,2,4,2,3,1,2,4,0,3,0,2,5
39,3,0,3,10,1,29,12,5,0,3,0,2,2,1,5,1,1,5
34,2,5,0,7,0,28,4,1,1,1,1,2,3,1,4,1,2,0
47,0,3,5,11,2,22,8,3,2,0,1,0,3,2,5,2,2,3
44,1,1,3,23,2,52,12,5,0,0,1,0,5,0,4,2,0,2
35,2,0,3,6,2,51,0,2,2,3,0,2,5,2,3,2,2,1
41,1,6,0,29,1,24,2,2,2,1,1,0,2,2,4,0,0,1
34,2,6,6,21,0,41,6,2,0,1,0,2,1,0,4,2,2,5
57,0,2,2,26,0,37,11,4,1,3,1,2,5,0,3,0,2,2
31,3,5,4,7,0,53,1,4,1,3,0,0,3,0,5,0,0,5
41,3,5,0,18,0,29,6,4,1,2,1,2,3,2,2,0,1,3
37,0,0,6,13,1,49,9,2,2,3,1,0,3,1,5,2,2,2
38,3,1,4,26,2,54,15,5,0,2,1,2,5,0,3,0,2,1
53,3,6,5,2,2,21,1,4,0,1,0,1,1,2,5,0,2,5
50,0,3,3,18,0,20,2,3,2,2,1,0,5,1,2,0,0,0
30,0,1,5,7,0,25,2,4,1,2,0,1,2,2,2,0,2,2
50,2,4,6,1,1,24,2,5,0,2,1,2,3,0,3,0,2,2
55,0,2,4,3,2,51,2,4,0,1,1,0,5,1,4,0,2,4
35,0,4,5,8,1,59,11,3,0,1,1,1,4,0,3,2,0,3
53,3,0,5,5,0,21,5,3,1,0,0,0,2,0,4,2,2,3
49,3,5,1,9,1,34,3,3,0,1,1,2,1,0,3,2,2,2
34,0,6,6,30,0,46,9,4,1,1,0,2,4,1,3,1,0,5
44,2,2,4,20,2,32,4,3,1,2,0,0,4,0,3,1,1,0
58,3,0,3,31,1,25,12,3,1,3,1,2,1,1,2,0,1,2
28,3,1,6,7,2,51,10,1,2,2,1,0,1,2,1,1,2,1
46,1,0,4,28,0,31,6,1,2,0,1,2,4,2,4,2,0,3
50,1,3,5,3,1,41,11,5,2,2,1,2,3,1,5,1,0,5
39,0,5,5,33,0,54,8,3,0,0,1,0,2,1,5,1,1,2
37,2,6,6,29,2,53,5,1,2,3,1,1,3,2,1,1,0,0
60,0,2,1,15,1,60,15,1,0,2,0,2,1,2,4,2,2,5
58,0,2,3,8,2,47,13,5,0,3,0,2,3,2,3,2,0,4
47,2,5,4,8,1,55,9,3,1,0,1,1,2,0,2,1,1,3
49,1,1,6,16,2,37,3,2,0,3,1,2,1,2,3,0,2,1
58,0,4,1,4,1,42,14,1,2,2,1,1,3,0,4,0,1,3
47,1,0,1,16,0,40,3,1,0,2,1,1,2,2,3,2,1,4
30,2,4,2,22,0,21,6,4,0,1,0,2,4,2,1,1,2,5
25,1,2,4,26,0,38,8,5,0,3,1,1,3,2,3,1,2,1
35,3,0,5,35,2,20,0,3,2,3,0,0,4,2,2,1,2,5
53,2,1,6,6,0,44,6,3,2,1,0,0,5,1,4,2,1,3
32,1,2,4,23,1,24,9,4,1,1,1,0,5,2,5,1,1,3
37,0,5,4,10,2,48,14,1,1,1,1,1,1,2,2,2,2,5
40,3,0,1,1,1,60,6,3,0,1,0,0,5,0,5,2,0,2
40,0,2,1,29,1,26,3,3,0,2,0,1,2,0,3,0,2,0
58,1,6,1,22,1,24,13,3,2,3,0,0,5,2,3,1,1,3
47,0,5,0,10,1,41,14,3,0,1,0,0,1,1,3,2,1,4
57,0,0,1,1,0,27,6,2,1,3,0,2,3,1,5,1,2,4
38,2,5,2,1,0,38,4,4,0,3,1,0,1,0,1,1,2,5
39,1,6,1,31,1,41,14,4,0,3,1,1,2,1,3,1,1,0
37,1,5,3,24,2,20,9,4,2,1,1,2,5,2,2,1,2,3
41,1,2,6,24,0,22,4,3,1,3,1,0,5,2,2,2,0,3
34,1,5,1,3,1,22,1,1,1,0,1,2,5,2,1,2,2,2
28,3,1,2,23,2,24,11,5,1,2,1,2,2,2,4,0,2,3
30,3,1,1,4,1,50,2,3,0,3,1,2,2,2,2,2,0,3
37,3,0,0,27,1,25,2,3,0,3,0,2,3,1,5,1,2,3
46,2,3,2,35,0,35,7,5,2,3,0,2,1,1,2,1,1,0
38,0,6,5,19,2,40,8,4,2,1,1,2,2,0,2,1,0,5
58,0,4,6,17,0,50,10,4,2,0,0,2,2,0,1,2,1,3
37,2,1,5,30,0,51,15,4,2,0,1,2,5,1,3,1,0,1
44,2,1,4,24,1,52,2,2,0,1,1,2,4,1,4,2,1,4
45,0,3,0,25,0,42,14,4,1,3,0,0,1,0,4,0,1,5
41,2,2,5,14,0,23,15,1,2,1,1,2,2,0,4,1,1,1
45,0,6,2,11,0,26,12,5,1,3,0,1,4,0,2,2,2,4
43,1,5,4,27,1,44,15,1,2,0,1,0,1,1,5,0,0,1
37,3,3,0,28,0,44,7,4,2,1,0,2,2,1,4,0,0,0
35,2,6,5,7,0,56,11,5,0,0,1,0,2,0,1,2,1,3
37,2,3,3,11,1,21,3,2,0,1,1,2,5,2,3,1,1,0
52,2,2,0,7,1,29,4,5,0,3,0,0,4,1,4,2,2,4
47,0,2,6,33,0,23,9,3,2,1,1,0,1,2,1,1,0,1
44,3,2,0,24,2,34,4,5,1,1,1,0,5,1,4,1,2,5
43,1,3,0,24,0,55,7,1,2,0,0,0,4,0,2,2,1,1
41,1,3,2,26,0,51,12,2,1,1,0,0,5,1,1,1,1,1
60,3,2,5,8,1,53,10,3,2,1,0,2,3,2,2,2,2,5
51,3,3,5,14,2,53,7,5,1,3,0,0,1,0,4,1,0,1
35,1,2,1,10,1,44,0,4,1,0,0,0,5,2,1,1,0,4
53,2,4,6,27,1,33,5,3,1,2,0,2,5,1,5,1,2,5
50,3,2,1,32,2,34,4,5,1,2,1,1,3,2,2,0,0,1
23,1,3,5,8,0,38,15,5,0,0,0,1,5,0,1,0,2,2
36,1,6,6,12,0,29,5,1,0,1,1,0,3,2,2,0,0,0
57,3,6,1,13,2,38,13,1,2,3,0,0,4,2,2,2,1,0
57,1,5,0,23,0,41,0,4,2,0,1,1,4,2,5,1,1,1
31,3,3,6,10,2,33,4,3,2,1,0,2,3,1,1,2,0,4
43,2,3,3,13,0,44,11,4,0,2,0,0,2,1,3,0,2,0
41,2,6,0,13,2,38,1,5,0,3,1,1,5,2,5,2,1,4
24,0,1,6,23,0,43,1,3,1,0,0,2,4,1,5,2,0,1
50,1,0,5,12,2,41,15,2,0,1,0,0,1,1,3,2,0,1
46,0,2,0,28,2,50,2,4,0,0,1,2,3,0,4,1,0,5
56,2,6,5,3,2,47,15,2,2,1,0,1,1,0,4,0,2,1
34,3,2,5,6,1,36,15,3,2,2,0,2,5,2,4,2,2,0
47,2,1,6,33,2,41,8,3,2,2,1,0,5,2,5,2,1,1
27,1,4,1,1,1,52,7,4,2,2,1,0,4,1,2,2,0,4
51,2,2,4,32,1,32,4,1,1,3,1,0,5,1,5,2,0,5
27,3,2,1,3,2,40,6,5,2,0,1,2,4,2,5,0,2,2
45,3,3,0,18,2,23,14,1,1,3,0,0,2,2,4,1,2,0
54,1,0,0,31,0,50,6,2,0,1,0,1,5,1,3,2,2,0
45,0,2,4,28,2,30,13,5,2,0,0,2,4,2,4,1,2,3
38,1,6,5,10,1,25,0,3,0,0,0,0,3,0,4,2,0,1
33,1,2,0,13,0,59,4,1,1,3,1,0,4,0,3,2,1,5
34,1,1,0,3,1,45,5,4,2,1,1,0,3,2,4,1,2,3
40,3,5,5,28,0,36,0,4,0,1,1,1,2,2,2,0,0,1
54,1,1,0,25,0,36,3,1,2,3,0,1,2,1,1,0,2,3
53,2,5,0,4,2,49,3,1,2,3,1,1,5,2,1,2,1,2
56,0,5,0,30,1,60,10,5,0,1,0,2,4,2,3,0,1,5
47,0,0,1,31,2,32,14,2,0,2,0,1,3,0,3,2,0,2
39,2,1,3,12,0,39,6,4,2,2,1,1,4,1,2,0,0,3
31,1,0,3,33,1,35,3,4,0,0,1,2,2,2,5,1,0,5
22,1,3,3,11,2,42,8,3,1,3,0,1,4,1,1,0,2,2
42,0,5,4,34,1,21,13,3,2,3,0,1,5,1,4,2,1,2
55,3,2,6,16,0,36,10,5,1,1,0,0,5,2,4,0,0,1
32,3,6,1,32,1,38,12,3,2,3,0,0,2,1,4,1,1,0
34,3,1,4,31,2,42,7,3,2,2,0,2,2,1,1,0,1,0
29,0,6,0,5,1,53,1,4,1,1,0,0,4,1,3,0,0,2
59,2,2,1,26,2,56,13,3,2,1,0,0,2,1,2,2,0,0
48,3,6,2,9,1,28,3,1,2,0,0,0,3,0,5,1,2,5
45,0,2,0,24,2,34,13,5,2,3,1,1,5,0,1,0,0,0
38,1,2,5,18,1,24,12,4,0,1,0,2,4,0,5,1,0,1
55,2,3,3,12,1,54,3,5,1,0,0,0,1,1,1,2,1,5
24,0,2,6,26,0,35,10,1,2,1,0,1,5,2,2,2,1,2
29,0,5,2,4,0,44,7,2,0,1,1,0,5,2,5,2,1,3
42,3,5,3,1,1,31,10,3,0,2,1,1,4,1,4,0,0,0
23,3,0,3,7,2,54,14,3,0,2,1,1,5,1,1,1,0,5
48,0,0,3,23,0,25,8,5,0,0,1,1,5,0,5,0,1,2
31,2,4,0,18,2,54,0,3,1,1,0,1,3,0,2,0,2,4
33,2,6,2,17,2,33,9,4,2,3,1,1,2,2,5,0,0,5
53,3,0,1,23,0,42,6,3,2,0,1,2,2,2,4,2,2,4
52,0,6,0,23,1,28,13,3,0,0,0,1,1,0,1,1,1,1
26,2,5,6,26,0,46,10,4,1,0,1,2,4,0,2,1,2,2
25,2,4,3,22,0,29,0,3,0,3,1,0,4,0,2,0,0,1
59,3,3,5,33,1,59,7,2,1,0,1,1,2,0,4,2,0,3
45,1,2,4,24,1,28,2,1,2,2,0,0,5,0,2,1,2,2
24,2,5,6,23,1,32,9,5,0,2,0,2,2,0,5,0,1,5
26,2,3,5,4,1,56,7,5,0,0,1,2,2,1,1,0,0,1
36,0,0,3,15,2,45,1,4,0,3,0,1,4,2,5,2,0,2
38,3,3,1,18,1,23,3,2,2,1,1,1,1,2,3,2,2,2
38,0,4,6,28,1,21,7,1,2,1,0,1,5,1,3,0,0,5
50,2,6,2,16,0,30,6,2,2,3,0,0,3,1,5,0,0,2
58,2,2,0,6,2,30,12,5,1,1,0,0,2,1,3,1,0,5
43,0,6,0,30,0,49,10,4,2,2,1,2,4,1,2,1,0,5
55,1,4,4,3,0,32,13,2,1,0,0,1,5,0,4,2,2,5
24,1,6,6,23,0,25,15,2,2,1,1,1,4,2,1,2,1,2
57,0,4,0,9,0,41,10,5,1,3,1,0,2,1,4,0,1,3
36,3,2,4,9,1,28,0,3,0,0,0,1,5,1,2,0,2,2
34,1,0,3,27,1,30,8,4,2,3,0,1,3,2,5,1,0,3
24,1,4,4,4,2,44,15,2,1,2,0,0,2,0,5,2,2,4
24,1,6,5,3,1,53,3,4,0,2,0,2,4,1,2,2,0,5
24,3,6,1,21,2,60,6,2,1,1,0,2,5,2,5,2,1,1
57,2,3,2,3,1,22,7,5,2,2,1,1,1,1,1,0,2,4
39,2,0,3,4,2,43,7,1,2,1,1,1,3,1,3,1,2,4
40,1,2,0,28,0,60,9,4,1,1,1,0,4,1,3,2,1,3
37,0,0,3,27,2,36,15,1,2,0,0,1,3,2,1,0,2,3
23,3,1,3,31,1,27,8,1,0,3,0,2,2,1,3,0,2,5
44,2,4,1,35,0,59,5,3,0,2,0,2,3,2,3,1,0,4
46,0,4,1,22,1,41,12,3,0,1,0,1,2,0,5,0,2,3
32,0,4,6,22,1,26,0,4,1,0,1,1,5,1,4,2,1,4
40,3,0,5,26,1,55,7,3,1,0,1,0,1,1,1,1,2,0
24,2,1,2,29,1,40,0,4,2,3,1,0,5,0,4,2,1,1
58,1,3,1,6,2,39,11,4,1,2,1,1,4,0,1,0,2,3
33,0,1,6,4,1,28,14,5,1,1,1,0,1,0,3,0,1,1
49,2,4,5,14,2,36,9,5,2,2,0,2,5,0,2,2,0,3
60,3,5,5,21,1,24,4,5,0,3,0,2,5,2,1,2,2,3
44,0,6,2,30,0,35,10,5,2,1,1,2,2,1,4,1,0,4
44,0,1,2,6,0,30,1,5,0,3,1,0,2,2,4,2,1,0
52,3,2,3,20,0,23,10,3,1,2,0,1,4,1,2,2,0,1
39,1,3,6,32,2,48,6,3,0,1,1,0,5,2,1,2,0,3
23,0,0,4,30,2,28,11,1,0,3,1,2,4,0,5,0,1,4
38,2,2,2,7,0,38,13,1,0,2,1,1,3,2,3,1,2,4
44,1,0,3,3,1,42,2,4,2,0,0,0,5,0,1,0,0,1
36,2,0,2,35,0,28,5,5,2,3,1,2,3,1,1,2,0,0
28,3,1,3,9,2,25,2,3,2,1,1,0,2,1,3,1,2,0
28,1,0,3,25,0,32,15,4,1,1,0,2,3,1,2,2,1,3
38,0,3,0,18,0,47,4,4,1,2,0,1,3,1,2,0,0,4
41,2,2,0,11,2,42,8,1,1,0,0,0,5,2,5,2,1,1
25,2,1,4,15,1,27,14,1,0,0,0,2,5,2,5,1,0,0
37,1,3,6,15,0,25,7,1,0,3,1,2,5,0,5,0,2,0
39,1,3,2,17,1,41,9,2,1,2,1,0,2,2,1,1,0,0
39,3,1,5,4,1,33,12,3,1,2,0,0,1,0,1,0,2,0
25,1,1,1,8,2,35,11,4,2,1,1,0,4,2,5,0,0,0
56,3,0,3,8,2,34,3,3,0,2,0,1,1,0,1,1,1,1
50,2,3,0,16,2,49,12,2,2,0,0,2,5,0,5,2,1,1
34,1,6,5,12,0,36,2,1,2,1,1,2,1,0,3,1,1,5
34,2,6,6,3,2,53,14,1,0,0,1,2,3,1,5,0,0,1
41,3,0,2,8,1,36,13,4,2,2,0,1,1,2,1,2,2,1
49,2,4,4,33,1,20,4,1,1,0,0,1,5,1,3,1,2,1
58,0,4,2,5,1,31,10,2,0,1,0,1,4,2,3,0,1,5
51,2,0,4,20,2,34,12,3,0,0,1,2,3,0,4,1,0,1
43,3,4,5,4,2,20,4,2,1,0,0,1,5,0,5,1,0,2
43,0,6,3,28,0,28,12,3,1,1,0,0,1,1,1,2,2,1
55,1,3,2,16,0,54,15,3,0,2,0,0,2,1,1,1,1,0
35,1,6,5,14,1,25,1,1,0,0,0,2,1,0,1,2,2,5
52,2,3,4,1,0,23,5,3,2,3,1,2,2,1,1,2,2,5
58,0,2,1,21,2,48,11,5,2,3,0,1,1,2,5,2,1,0
22,3,5,0,1,2,26,7,4,2,3,0,2,4,0,4,2,0,0
48,0,2,4,33,1,54,8,2,0,1,0,2,3,1,2,0,2,3
47,3,5,0,26,1,55,15,2,1,2,0,1,3,2,1,0,1,0
47,3,3,0,23,1,54,6,4,1,0,1,2,5,2,3,1,1,3
25,3,1,4,31,1,55,13,2,0,1,1,1,4,1,3,0,2,1
41,0,3,4,11,0,38,14,1,2,0,1,1,4,2,2,1,1,0
59,0,4,3,21,0,50,11,2,2,2,0,1,2,0,1,1,0,5
53,0,6,1,33,1,41,7,2,0,2,0,1,4,1,5,1,1,0
49,1,6,2,30,1,41,0,2,1,2,1,1,4,2,5,0,1,4
38,0,1,0,30,1,27,15,3,2,1,1,0,5,1,3,0,2,0
35,3,5,2,20,0,59,8,1,0,2,1,0,1,2,3,1,2,0
51,1,5,4,5,1,54,3,4,2,3,0,0,5,1,4,0,1,1
50,3,2,3,18,1,36,5,3,0,2,0,1,4,0,2,2,1,1
22,2,1,0,11,0,24,13,4,0,2,0,2,3,1,4,2,2,3
49,2,2,6,5,0,29,5,2,1,1,0,0,3,2,1,2,0,3
29,2,1,0,23,2,46,1,4,2,1,0,0,2,1,3,2,1,1
37,0,0,2,4,1,45,2,5,1,0,1,2,3,0,5,0,1,2
36,1,6,2,29,2,30,12,2,2,1,1,0,1,2,3,2,2,3
32,2,3,1,28,1,39,9,2,1,2,1,1,1,1,4,0,0,4
54,3,5,1,19,2,43,1,1,1,2,0,0,3,0,4,1,0,1
45,2,4,5,34,2,35,10,1,2,0,1,2,5,2,1,1,2,2
59,0,5,1,13,0,27,4,3,0,2,1,2,4,2,3,0,1,2
47,1,3,4,34,1,33,2,4,2,3,0,1,4,0,3,2,2,0
27,1,3,3,23,2,34,14,3,1,1,0,2,3,1,5,1,0,1
25,2,4,5,17,2,47,15,2,1,1,1,0,4,0,4,0,1,0
29,1,5,4,19,2,30,9,2,2,3,1,1,3,1,3,1,0,3
48,3,4,0,30,2,23,15,2,0,1,0,0,5,0,5,0,1,0
39,2,2,6,5,0,52,15,5,2,0,1,1,4,2,3,2,1,1
46,1,4,0,27,1,27,14,1,2,0,1,2,3,0,4,0,2,5
52,3,3,0,17,2,28,9,5,0,3,0,2,1,0,3,1,1,5
29,2,5,4,30,1,30,3,3,0,2,1,2,5,2,2,1,2,4
44,3,0,4,9,1,21,3,3,0,0,0,2,2,0,5,1,2,4
44,3,3,0,31,2,59,3,4,1,1,0,2,1,2,3,2,2,5
42,0,5,5,7,2,24,2,4,0,0,1,2,4,1,2,2,0,0
60,1,6,4,9,1,33,11,4,2,1,0,2,5,2,2,1,2,0
29,1,2,2,28,1,41,9,5,1,0,1,0,3,1,4,0,0,2
53,0,0,3,18,0,45,11,2,0,1,1,0,2,2,4,1,1,0
27,0,3,4,1,1,22,3,4,0,1,0,0,4,1,5,2,1,4
40,2,6,5,35,0,34,3,3,0,2,1,1,2,2,5,0,0,1
26,3,4,4,20,2,52,2,2,2,3,1,0,5,2,5,1,1,4
34,0,6,4,8,2,21,1,5,2,3,0,0,4,2,5,2,1,5
28,2,0,4,18,1,51,12,1,0,1,0,2,2,1,2,2,1,4
50,2,4,0,21,1,47,14,3,0,2,1,0,4,1,4,0,0,2
51,0,0,4,7,0,36,0,3,0,1,1,2,5,1,3,0,2,3
57,2,0,3,5,1,31,11,3,1,2,0,1,4,2,3,2,0,2
32,3,4,0,35,2,27,4,2,1,0,1,2,5,1,4,1,0,0
50,1,2,5,13,2,42,5,1,0,0,0,0,3,2,1,2,1,0
39,0,0,4,1,0,57,5,4,1,2,0,1,2,1,2,0,1,4
32,0,5,4,14,0,22,2,2,1,1,0,2,2,1,4,2,0,1
44,0,1,6,9,2,30,3,5,1,1,0,1,2,1,5,0,1,1
31,3,3,1,18,1,47,6,3,0,3,1,2,4,2,3,2,1,2
33,1,0,2,7,0,36,10,5,1,3,1,2,3,1,4,0,0,5
28,1,4,5,19,2,37,13,2,1,2,0,2,2,0,4,1,2,5
32,0,4,0,21,0,45,5,2,0,2,1,1,5,2,1,2,2,4
51,2,5,5,30,2,35,13,5,2,1,1,2,1,1,4,2,2,5
29,0,4,2,7,2,43,3,5,1,2,1,2,1,2,3,2,1,5
47,3,6,6,13,2,57,14,2,1,1,1,1,1,1,3,1,1,2
47,0,2,4,15,0,28,12,1,0,1,0,0,1,0,3,0,2,0
42,0,3,3,13,2,23,11,2,1,0,1,2,5,1,3,2,0,2
38,1,1,4,4,1,22,14,4,2,3,0,0,2,1,2,0,0,0
35,0,5,2,25,2,42,2,2,1,1,0,2,5,1,4,0,2,4
37,2,3,3,32,1,58,0,1,1,2,1,1,2,1,2,0,2,1
29,0,4,3,4,1,42,5,4,0,3,1,2,2,0,3,2,2,2
28,3,2,3,14,1,29,15,5,2,1,0,1,5,0,1,2,2,3
51,0,3,5,20,2,41,1,4,2,1,0,1,2,0,2,1,0,0
60,1,4,0,10,2,29,12,2,2,0,1,2,4,0,3,0,0,4
39,2,0,1,3,0,46,8,2,1,2,1,1,5,1,2,0,1,4
36,0,5,0,13,0,37,13,4,2,1,0,0,4,1,3,2,1,0
39,1,6,0,29,0,31,11,5,0,0,1,0,1,0,4,2,2,2
37,0,0,0,26,2,54,7,5,1,3,1,1,4,2,1,0,0,5
45,2,3,4,17,0,34,5,5,1,2,1,2,5,0,3,0,1,2
25,0,5,0,20,1,55,0,2,1,2,0,2,2,1,5,1,2,3
43,3,5,5,32,1,22,3,2,2,2,0,0,1,1,5,0,1,3
38,2,1,1,2,1,45,8,3,2,2,1,2,1,0,2,2,0,1
26,0,4,5,7,2,41,8,3,2,0,0,2,1,0,4,1,1,1
50,2,2,6,3,2,48,14,2,0,1,1,2,4,2,3,2,2,5
46,1,4,1,6,2,51,11,3,1,1,0,2,2,0,4,2,1,2
24,0,3,1,23,1,47,15,5,2,1,1,0,5,2,2,2,0,4
56,3,3,0,18,2,59,14,5,1,1,1,0,4,0,3,2,2,0
44,2,1,5,23,2,23,6,5,1,2,0,2,1,2,5,2,1,5
45,1,0,1,13,1,56,7,1,1,2,0,2,2,0,3,1,2,5
49,3,2,5,14,1,60,8,2,1,1,1,0,4,2,2,0,1,4
52,2,4,5,23,0,42,15,5,0,3,0,1,3,2,5,2,1,1
48,3,2,3,33,0,45,13,3,2,0,1,0,2,2,4,0,0,1
38,0,4,1,6,1,47,7,1,0,1,0,0,5,1,5,1,1,5
57,0,2,2,19,1,60,3,3,0,3,0,2,3,2,1,0,1,5
31,2,6,0,31,0,55,13,4,2,3,0,2,5,2,5,1,2,5
32,1,4,5,29,1,21,3,5,0,2,0,0,2,0,5,1,0,2
40,1,4,1,25,0,29,6,4,0,1,1,2,4,2,4,0,1,5
56,1,3,4,18,2,45,11,2,0,0,0,0,5,1,3,2,0,2
50,3,2,4,29,0,23,4,2,1,2,1,2,2,0,4,0,0,2
52,0,3,1,5,1,26,13,1,0,0,0,2,3,2,4,2,0,1
49,1,2,5,25,2,25,11,4,1,1,0,2,5,1,2,0,1,3
27,1,0,4,10,1,30,5,4,1,1,1,0,1,0,1,2,1,5
31,2,6,0,28,1,22,6,3,2,1,0,0,4,1,3,1,1,4
47,2,3,3,2,1,46,4,5,2,0,0,1,4,0,5,2,1,0
24,0,1,0,18,1,43,11,2,0,1,0,2,4,2,3,1,2,4
49,1,0,2,14,1,42,4,2,1,3,0,1,3,2,1,0,1,2
45,1,4,6,20,2,49,12,5,0,0,1,1,2,1,4,1,2,3
53,3,3,5,16,1,49,5,5,2,2,0,1,3,1,1,1,1,4
60,0,5,0,34,0,37,8,1,2,3,0,0,2,0,5,0,0,0
30,1,1,1,34,2,21,0,3,0,3,0,0,4,2,4,1,1,5
47,1,0,3,8,1,33,10,1,0,2,1,2,2,1,4,2,2,0
45,0,0,4,1,1,30,2,3,2,1,1,2,1,1,5,0,2,1
39,1,4,0,15,2,20,9,2,1,1,1,2,2,2,3,0,2,4
49,0,4,5,31,2,50,1,2,0,0,0,0,1,0,3,0,2,1
55,2,2,4,13,2,38,8,2,0,2,0,2,2,1,4,1,2,4
59,0,2,2,8,2,53,3,2,1,3,1,1,5,1,5,2,0,2
55,2,0,2,7,2,54,1,5,0,0,0,0,4,1,3,1,0,3
40,0,4,0,25,2,29,3,3,2,3,0,1,2,0,2,2,1,3
57,1,2,3,29,0,24,7,5,1,3,1,1,3,1,1,1,0,1
23,3,4,0,28,2,59,14,1,2,0,0,2,3,2,1,1,2,0
53,0,1,6,1,2,57,15,2,0,3,1,2,5,0,2,0,2,1
42,3,5,4,32,1,55,6,2,2,2,1,0,1,0,2,1,1,4
33,0,1,5,19,0,33,10,3,0,1,1,0,3,0,2,2,2,3
33,0,5,1,27,0,37,15,2,0,3,0,2,2,1,2,2,2,2
30,3,1,5,9,1,58,14,3,1,0,1,0,4,1,1,0,1,0
51,0,0,0,15,2,39,4,1,0,1,1,1,3,0,3,2,0,4
32,2,4,6,33,0,35,12,3,0,0,0,1,5,2,1,0,2,2
59,1,4,1,13,2,23,15,4,1,0,0,1,1,1,4,1,1,4
27,0,1,1,34,1,47,0,5,1,3,1,0,5,1,3,2,1,3
38,1,1,6,14,1,38,1,5,0,1,0,2,2,2,3,0,0,1
22,1,2,1,12,0,30,6,5,0,0,0,0,2,2,5,1,2,0
24,0,2,0,32,1,39,1,2,2,2,0,1,4,2,1,0,0,0
53,1,1,2,26,2,22,5,1,2,3,1,2,2,2,1,2,1,1
49,0,3,3,10,0,23,4,5,2,2,0,1,4,0,5,1,1,0
25,0,0,3,3,1,47,12,3,1,3,1,2,4,1,1,0,2,3
27,3,4,6,20,2,33,9,5,0,3,1,2,5,2,4,0,0,5
32,2,3,5,25,1,48,15,5,2,0,0,2,3,2,1,2,0,4
58,0,0,6,3,1,57,10,5,2,0,0,0,1,1,4,2,0,4
40,0,5,6,31,2,57,12,1,0,1,1,1,2,1,3,2,0,3
34,1,2,5,34,1,22,4,4,0,1,1,0,4,1,4,2,2,5
55,1,1,3,10,1,23,7,5,0,0,0,0,5,0,2,1,0,0
31,1,2,2,34,0,31,8,4,0,3,0,2,4,1,1,2,2,4
46,2,1,4,1,0,48,11,2,0,1,1,0,3,1,3,0,1,4
53,0,2,5,27,2,32,9,4,0,0,0,2,4,2,3,0,0,3
36,0,4,0,24,0,56,10,1,2,3,0,2,2,2,1,1,1,5
51,1,0,1,26,2,28,13,5,1,3,1,1,5,0,5,0,1,1
45,1,3,2,34,1,57,15,2,0,2,0,1,3,1,2,2,1,4
52,3,1,2,23,2,26,4,3,1,2,1,0,3,0,3,2,0,0
49,2,6,3,12,2,50,7,4,1,3,0,0,5,0,3,2,2,5
59,1,3,6,12,0,53,6,3,2,2,1,2,5,0,3,1,1,2
29,2,6,3,2,1,45,8,5,1,3,1,0,3,0,5,2,0,1
24,3,5,5,1,2,34,11,1,0,1,0,0,4,0,3,0,1,0
36,2,1,2,18,1,35,12,4,2,0,1,2,5,2,5,2,0,0
35,3,2,5,11,1,30,0,1,2,0,0,1,2,0,4,0,1,2
60,3,1,2,19,1,57,3,5,2,0,0,1,2,0,4,0,2,4
32,3,5,6,18,1,23,14,3,2,2,0,2,3,1,1,1,2,3
